Id,Name,Team,Type
90000233154.0,"Adams, Alex",AIR_FOR,Batter
,"Adams, Ben",STJ_RED,Pitcher
1000050100.0,"Adams, Ben",STJ_RED,Pitcher
1000116458.0,"Adams, Billy",OHI_BOB,Batter
10071106.0,"Adams, Brandon",NOF_OSP,Pitcher
1000343757.0,"Adams, Brandon",NOF_OSP,Pitcher
1000329853.0,"Adams, Bryce",UNI_SAI1,Pitcher
1000329853.0,"Adams, Bryce",UNI_SAI1,Batter
10106550.0,"Adams, Caleb",SNT_LEO,Batter
10279984.0,"Adams, Charlie",MAR_MAR7,Batter
10136080.0,"Adams, Chase",SOU_WES,Batter
1000187793.0,"Adams, Chase",SOU_GOL,Pitcher
1000328944.0,"Adams, Chris",MAR_UNI3,Pitcher
1000051217.0,"Adams, Christian",FAU_OWL,Batter
803325.0,"Adams, Christian",GEO_BUL,Batter
1000126779.0,"Adams, Cooper",MSM_MTN,Pitcher
1000232944.0,"Adams, Corey",WM_TRI,Batter
10025657.0,"Adams, Corey",WM_TRI,Batter
810932.0,"Adams, Corey",WM_TRI,Batter
10288819.0,"Adams, Ethan",MER_UNI,Batter
1000399953.0,"Adams, Gage",COL_SPA,Pitcher
1000102625.0,"Adams, Gage",SAL_JAG,Batter
805917.0,"Adams, Gage",SAN_AZT,Batter
1000377463.0,"Adams, George",SBU_SEA,Pitcher
10040502.0,"Adams, Jacob",OHI_DOM,Batter
1000126246.0,"Adams, Jeron",SCH_UNI,Batter
1000224079.0,"Adams, Keith",RHO_COL,Batter
1000079761.0,"Adams, Matthew",SOU_GOL,Pitcher
1000211929.0,"Adams, Peter",LIM_STO,Batter
1000091203.0,"Adams, Peyton",UTS_EAG,Batter
1000083610.0,"Adams, Robb",SOU_UNI,Pitcher
1000180253.0,"Adams, Sage",PUR_FOR,Batter
,"Adams, Sage",PUR_FOR,Batter
809546.0,"Adams, Sam",STE_LUM,Batter
,"Adams, Sam",STE_LUM,Batter
1000122234.0,"Adams, Sam",STE_LUM,Batter
1000075025.0,"Adams, TJ",ARI_WIL,Batter
1000112719.0,"Adams, Trent",CAM_CAM,Pitcher
1000226020.0,"Adams, Trey",ALC_BRA,Batter
1000111359.0,"Adams, Zane",ALA_CRI,Pitcher
806019.0,"Adams, Zane",ALA_CRI,Pitcher
1000051773.0,"Adcock, Cody",ARK_RAZ,Pitcher
1000364939.0,"Adcock, Nile",KEN_WIL,Pitcher
809085.0,"Addari, Michael",ILL_RED,Pitcher
809269.0,"Adderley, Daalen",LOY_LIO,Batter
1000073179.0,"Adderley, Daalen",TEX_TIG,Batter
1000304671.0,"Addison, Cooper",NOR_OKL,Batter
1000306993.0,"Addison, Luke",ALB_STA,Batter
1000241015.0,"Addkison, Zac",MAR_THU,Pitcher
1000222165.0,"Ade, Nathan",NOR_SPA,Batter
1000272522.0,"Adelman, Jasper",LEH_MOU,Pitcher
824554.0,"Adelman, Trent",VCU_RAM,Batter
1000219458.0,"Adelman, Trent",VCU_RAM,Batter
815113.0,"Adelmann, Jonathan",BUC_BIS,Pitcher
1000051259.0,"Aden, Joey",OSU_BUC,Batter
824786.0,"Adetuyi, Kide",FAU_OWL,Pitcher
1000112685.0,"Adkison, Chase",OKL_COW,Batter
1000299297.0,"Adkison, Ethan",JAC_GAM,Pitcher
1000189581.0,"Adkisson, Ethan",STE_LUM,Batter
1000243628.0,"Adler, Grant",WIC_SHO,Pitcher
813180.0,"Adler, Grant",WIC_SHO,Pitcher
10106612.0,"Adler, Grant",WIC_SHO,Pitcher
1000112225.0,"Adler, Nate",WIC_SHO,Pitcher
801138.0,"Adler, Nate",WIC_SHO,Pitcher
1000329525.0,"Adrianza, Ehinger",EKU_COL,Batter
10315445.0,"Adrianza, Ehinger",EKU_COL,Batter
1000220705.0,"Aduddle, Bryan",CAN_GRI,Pitcher
1000091673.0,"Advincula, Jarren",CAL_BEA,Batter
814181.0,"Advincula, Jarren",CAL_BEA,Batter
1000121382.0,"Advincula, Jonah",WAS_COU,Batter
1000250446.0,"Affholter, Abe",LEW_STA,Batter
1000122964.0,"Afthim, Brady",UCO_HUS,Pitcher
1000138297.0,"Agabedis III, James",TUL_GRE,Batter
1000224350.0,"Agar, Joey",MSM_MTN,Batter
10074010.0,"Agard, JC",CHA_BUC,Batter
,"Agard, JC",CHA_BUC,Batter
,"Agarwal, Jake",BEL_KNI,Batter
1000224561.0,"Agarwal, Jake",BEL_KNI,Batter
1000048077.0,"Agassi, Jaden",SOU_TRO,Pitcher
1000078651.0,"Agemy, Cole",MAR_THU,Pitcher
1000243813.0,"Agena, Kona",CAM_COL,Pitcher
1000091726.0,"Ager, Matt",SAN_GAU,Pitcher
700400.0,"Ager, Matt",SAN_GAU,Pitcher
1000306230.0,"Agnew, Benjamin",SOU_VIR1,Batter
825133.0,"Agnew, Luke",NOR_BIS,Pitcher
1000120359.0,"Agnew, Skyler",HAW_PAC,Batter
1000182732.0,"Agosto, Justus",ALA_LIO,Pitcher
805337.0,"Agosto, Kelvin",ALA_HOR,Batter
1000304947.0,"Agosto, Kelvin",ALA_HOR,Batter
1000211933.0,"Agoto, Dacoda",ALV_CCO,Pitcher
1000211933.0,"Agoto, Dacoda",ALV_CCO,Batter
1000304124.0,"Agrawal, Jake",BEL_KNI,Batter
1000115579.0,"Agresti, Adam",STJ_RED,Batter
823812.0,"Agresti, Adam",STJ_RED,Batter
1000083064.0,"Aguado, Devin",PRA_PAN,Pitcher
1000114719.0,"Aguila, Alex",APP_MOU,Batter
1000237636.0,"Aguilar, Adrian",LOU_CHR,Batter
1000406023.0,"Aguilar, Alejandro",MAR_LIO,Batter
1000098543.0,"Aguilar, Isaiah",TEX_A&M1,Batter
1000393718.0,"Aguilar, Isaiah",LOS_ANG1,Batter
1000302589.0,"Aguilar, Keith",ORA_COA,Batter
1000297620.0,"Aguillon, Roland ",SAN_JAC,Pitcher
1000311337.0,"Aguiniga, Jalen",GVU_VIK,Batter
1000125573.0,"Aguirre, Ivan",NAV_MID,Batter
10132558.0,"Aguirre, Lucas",UNI_DAL,Pitcher
10111382.0,"Ah Sam, Jett",HAW_PAC,Pitcher
1000093782.0,"Ahalt, Brett",TOW_TIG,Batter
10032767.0,"Ahart, Colin",SHE_UNI1,Batter
1000363488.0,"Ahearn, Cade",LEH_MOU,Pitcher
1000363488.0,"Ahearn, Cade",LEH_MOU,Batter
1000051458.0,"Ahearn, Colin",SAM_BUL,Batter
1000051458.0,"Ahearn, Colin",SAM_BUL,Pitcher
274408.0,"Ahearn, Qwynn",PEN_QUA,Batter
1000315083.0,"Ahearn, Qwynn",PEN_QUA,Batter
821903.0,"Ahern, Garrett",GRA_CAN,Pitcher
10049026.0,"Ahler, John",LAF_LEP,Batter
1000235170.0,"Ahler, John",LAF_LEP,Batter
1000270927.0,"Ahmed, Fareed",CAL_HIG,Pitcher
10064882.0,"Ahr, Colin",SET_HIL,Batter
1000093491.0,"Ahuna, Maui",TEN_VOL,Batter
10111282.0,"Aiello, Christian",RID_BRO,Pitcher
1000239316.0,"Aiello, Christian",RID_BRO,Pitcher
1000276650.0,"Aiken, Davis",COL_CHA,Pitcher
10109727.0,"Aiken, TJ",OLD_MON,Batter
10149580.0,"Aikens, Parker",RHO_RAM,Pitcher
829633.0,"Ailes, Griffin",ASH_UNI,Pitcher
10132565.0,"Aimer, Kaden",SAC_DON,Batter
1000235153.0,"Ainsworth, Addison",ARM_BLA,Batter
10028439.0,"Ainsworth, Addison",ARM_BLA,Batter
10109073.0,"Ainsworth, Alex",TUL_GRE,Pitcher
822849.0,"Airhart, Parker",ARL_MAV,Batter
830380.0,"Airington, Cody",AUS_GOV,Pitcher
1000077739.0,"Aita, Blake",KEN_OWL,Pitcher
820832.0,"Aita, Blake",KEN_OWL,Pitcher
811212.0,"Aivazian, Robert",CAL_BEA,Pitcher
1000214498.0,"Aivazian, Robert",CAL_BEA,Pitcher
1000059475.0,"Akbar, Ja'Lil",EIU_PAN,Batter
1000213525.0,"Akens, Ollie",MTSU_BLU,Pitcher
1000072772.0,"Akers, Chris",WMI_BRO,Batter
1000239335.0,"Akers, Landon",BEL_KNI,Batter
1000235843.0,"Akins, Riley",AUG_UNI1,Pitcher
1000137160.0,"Akins, Ty",DES_UNI,Batter
1000218218.0,"Akiyama, DJ",CAM_CAM,Batter
10046583.0,"Akridge, Austin",ASB_UNI,Batter
1000386647.0,"Alack , Lane",BEL_UNI1,Pitcher
807111.0,"Alagheband, Luca",HAR_CRI,Pitcher
1000295876.0,"Alagheband, Luca",HAR_CRI,Pitcher
1000115962.0,"Alana, Diego",EKU_COL,Batter
822145.0,"Alanis, Edmundo",TEX_TIG,Batter
,"Alanis, Edmundo",TEX_TIG,Batter
1000222852.0,"Alaniz, Lucas",CAL_BEA,Pitcher
1000110121.0,"Alarcon, Emiliano",WOU_WOL,Batter
10120324.0,"Alazaus, Beau",WAL_UNI,Pitcher
1000190771.0,"Alazaus, Brant",XAV_MUS,Pitcher
814835.0,"Alba, Jaden",ARI_SUN,Pitcher
1000076607.0,"Alba, Mitchell",EIU_PAN,Batter
1000076607.0,"Alba, Mitchell",EIU_PAN,Pitcher
1000111228.0,"Albanese, Tyler",SAN_SPA,Pitcher
10302678.0,"Albano, Aidan",D'Y_UNI,Batter
1000269834.0,"Albano, Noah",CAN_GRI,Pitcher
1000074738.0,"Alberghini, Kaden",SEA_RED,Batter
1000074738.0,"Alberghini, Kaden",SEA_RED,Pitcher
1000079209.0,"Alberghini, Kai",SEA_RED,Pitcher
1000079209.0,"Alberghini, Kai",SEA_RED,Batter
1000180257.0,"Alberico, Alex",KS_GF,Pitcher
828043.0,"Alberini, Hunter",ARI_WIL,Pitcher
1000120768.0,"Albert, Armando",FLA_GAT,Batter
10313867.0,"Albert, Davis",CAM_CAM,Batter
1000193766.0,"Albert, Eddie",DAR_GRE,Pitcher
1000096082.0,"Albert, Jacob",MER_COL1,Batter
1000145512.0,"Alberti, Lucas",GEO_PAT,Batter
10121590.0,"Albertus, Andrew",PRE_BLH,Batter
1000055439.0,"Albrecht, Evan",PUR_BOI,Batter
,"Albrecht, Evan",PUR_BOI,Batter
1000144895.0,"Albrecht, George",UTA_WOL,Pitcher
823509.0,"Albrecht, Morgan",DIX_STE,Batter
1000121859.0,"Albrecht, Morgan",DIX_STE,Batter
10066433.0,"Albright, Blaine",MAR_THU,Pitcher
831039.0,"Albright, Cody",UNL_REB,Pitcher
703486.0,"Albright, Tyler",DUK_BLU,Batter
1000187738.0,"Albright, Tyler",DUK_BLU,Batter
10314145.0,"Albritton, Blake",AVE_MAR,Pitcher
1000097964.0,"Albritton, Matthew",NOR_GRE,Batter
1000231953.0,"Albus, Dash",ABI_WIL,Pitcher
825311.0,"Alch, Tucker",RIC_OWL,Pitcher
1000270465.0,"Alch, Tucker",RIC_OWL,Pitcher
1000242254.0,"Alcin, Ronaldhino",CAI_UNI,Pitcher
1000099000.0,"Alcock, Bobby",GAR_RUN,Pitcher
805275.0,"Alcock, Bobby",ALA_CRI,Pitcher
1000266357.0,"Alcorn, Kris",LIN_UNI,Pitcher
1000121306.0,"Aldaz, Jesus",UTR_VAQ,Pitcher
1000118942.0,"Alder, Nick",LIN_CCW,Pitcher
1000215442.0,"Alderfer, Nick",QUN_RYL,Batter
10102122.0,"Alderman, Chandler",MTSU_BLU,Pitcher
1000192254.0,"Alderman, Chase",EKU_COL,Pitcher
1000017349.0,"Alderman, Kemp",OLE_REB,Batter
1000017349.0,"Alderman, Kemp",OLE_REB,Pitcher
1000166529.0,"Aldrete, Jorge",OKL_WES,Batter
801425.0,"Aldrich, Chris",UCLA,Pitcher
1000029218.0,"Aldrich, Chris",UCLA,Pitcher
1000101095.0,"Aldrich, Connor",CHA_BUC,Batter
1000055415.0,"Aldrich, Stephen",MON_HAW,Pitcher
1000055415.0,"Aldrich, Stephen ",MON_HAW,Pitcher
1000306286.0,"Aldridge, Ty",WHI_COL1,Batter
230080.0,"Alduino, Matthew",QUI_BOB,Pitcher
10271156.0,"Alduino, Matthew",QUI_BOB,Pitcher
1000124107.0,"Alegre, Joe",ERS_COL,Pitcher
1000294819.0,"Alejandro, Hector ",UCO_HUS,Pitcher
10138563.0,"Alekson, Ben",FAI_STA,Pitcher
1000115725.0,"Alemais, Seven",WAK_DEA,Batter
1000116504.0,"Aleman, Angelo",ULM_WAR,Batter
1000277185.0,"Alesi, Anthony",PAT_HEN,Batter
1000298944.0,"Alexander, Ayden",GEO_COL,Pitcher
1000120296.0,"Alexander, Bobby",COL_CHA,Pitcher
10091375.0,"Alexander, Brady",OHI_BOB,Batter
828323.0,"Alexander, Elijah",OKL_COW,Batter
1000075129.0,"Alexander, Ethan",WIU_LEA,Pitcher
90000216719.0,"Alexander, Hunter",CEN_BEA,Pitcher
1000130329.0,"Alexander, Josh",LOU_CAJ,Batter
822968.0,"Alexander, Josh",WIL_CAR,Batter
10006545.0,"Alexander, Kyree",WIU_LEA,Batter
1000233014.0,"Alexander, Kyree",WIU_LEA,Batter
1000120889.0,"Alexander, Matt",BUC_BIS,Batter
1000090952.0,"Alexander, Nathan",NOR_GEO3,Pitcher
1000216591.0,"Alexander, Reed",OKL_WES,Batter
1000274901.0,"Alexander, Ryan",NAV_COL,Batter
1000098280.0,"Alexander, Sebastian",COA_CHA,Batter
1000164948.0,"Alexander, Seth",NOR_SPA,Pitcher
270884.0,"Alexander, Seth",MIS_DEL,Pitcher
10000832.0,"Alexander, Trace",CAR_EAG,Batter
1000122194.0,"Alexis, Adam",NOR_DEM,Pitcher
1000191448.0,"Alfaro, Eddie",RIV_CIT,Batter
1000113944.0,"Alfaro, Jake",STJ_RED,Pitcher
823970.0,"Alfaro, Jesse",CAL_FUL,Pitcher
1000138478.0,"Alfaro, Jesse",CAL_FUL,Pitcher
702464.0,"Alfonso, Michael",TAM_SPA,Pitcher
,"Alford, Dalton",TEX_TIG,Batter
,"Alford, Dalton",FRE_PAC,Pitcher
822140.0,"Alford, Dalton",TEX_TIG,Batter
822140.0,"Alford, Dalton",TEX_TIG,Pitcher
1000121210.0,"Alford, Dalton",FRE_PAC,Pitcher
1000147972.0,"Alford, Jackson",ELO_PHO,Batter
1000305925.0,"Alford, Kaden",YOU_HAR,Batter
10105214.0,"Alford, Seth",NOF_OSP,Batter
695477.0,"Alford, Slate",GEO_BUL,Batter
1000052101.0,"Alford, Slate",GEO_BUL,Batter
1000084972.0,"Algee, Jake",ASU_RED,Pitcher
1000016787.0,"Alger, Joshua",UCLA,Pitcher
,"Ali, Ali",Mer_Col,Batter
830991.0,"Ali, Marco",SET_PIR,Batter
1000121787.0,"Ali, Marco",MAR_RED,Batter
10305239.0,"Ali, Solomon",Mer_Col,Batter
822712.0,"Alicea, Alex",LOU_CAR,Batter
1000111403.0,"Alicea, Alexander",LOU_CAR,Batter
10131130.0,"Alicea, Edwin",NOV_SOU,Pitcher
10055883.0,"Alicea, Elliott",TRI_TRO,Batter
10103646.0,"Alig, Wesley",KEN_OWL,Batter
1000168422.0,"Aljancic, Ryan",UNI_COL,Batter
1000107520.0,"Alkire, Johnny",TEX_BOB,Pitcher
1000055862.0,"All, Kollyn",BUT_BUL,Batter
,"Allamon, Dylan",CUY_CUY,Pitcher
1000279843.0,"Allamon, Dylan",CUY_CUY,Pitcher
1000121848.0,"Allard, Jordy",NOR_HUS,Pitcher
1000059092.0,"Allegro, Peter",POR_PIL,Pitcher
1000239510.0,"Alleman, Ty",SAN_BRO,Pitcher
1000102466.0,"Allemeier, Tyler",TRO_T,Batter
10149854.0,"Allen, Andrew",ASU_RED,Pitcher
,"Allen, Andrew",ASU_RED,Pitcher
1000066665.0,"Allen, Brett",REI_UNI,Pitcher
1000270398.0,"Allen, Cameron",WRI_RAI,Pitcher
800678.0,"Allen, Chase",MIC_WOL,Pitcher
1000077682.0,"Allen, Chase",MIC_WOL,Pitcher
1000187785.0,"Allen, Colby",SOU_GOL,Pitcher
10130359.0,"Allen, Cooper",UNC_SEA,Pitcher
1000100465.0,"Allen, Dustin",SAN_TOR,Batter
695232.0,"Allen, Dustin",SAN_TOR,Batter
695232.0,"Allen, Dustin",SAN_TOR,Pitcher
90000204278.0,"Allen, Dwight",GEO_BUL,Batter
809706.0,"Allen, Dwight",UNL_REB,Batter
10915662.0,"Allen, Garret",SAC_DON,Batter
10105245.0,"Allen, Hunter",MAR_HAW,Pitcher
1000355619.0,"Allen, Hunter",MT._HOO,Batter
829622.0,"Allen, Hunter",ASH_UNI,Pitcher
1000124468.0,"Allen, J.C.",CSD_TRI,Batter
10165112.0,"Allen, Jacob",VIN_UNI,Pitcher
1126395.0,"Allen, Jimmy",WMI_BRO,Batter
803283.0,"Allen, Joe",CLE_TIG,Pitcher
1000110000.0,"Allen, Joe",CLE_TIG,Pitcher
1000222790.0,"Allen, John",AKR_ZIP,Batter
1000222790.0,"Allen, John",AKR_ZIP,Pitcher
1000013065.0,"Allen, Joshua",DUK_BLU,Pitcher
1000156664.0,"Allen, Keegan",WES_MOU,Pitcher
1000296663.0,"Allen, Kobe",SLU_BILL,Pitcher
1000338760.0,"Allen, Lane",BLI_JC,Batter
822046.0,"Allen, Lee",PRA_PAN,Batter
1000099384.0,"Allen, Nathaniel",TEN_TEC,Batter
10047237.0,"Allen, Nicholas",NOR_AGG,Batter
809086.0,"Allen, Payton",FRE_BUL,Batter
1000120293.0,"Allen, Payton",FRE_BUL,Batter
695479.0,"Allen, Payton",GRA_TIG,Pitcher
811640.0,"Allen, Preston",PRA_PAN,Pitcher
1000112079.0,"Allen, Quinn",ERS_COL,Batter
1000083930.0,"Allen, Trevor",CAL_AGO,Pitcher
1000393173.0,"Allen, Trey",TRE_VAL,Batter
1000393173.0,"Allen, Trey",TRE_VAL,Pitcher
1000066150.0,"Allen, Ty",BEL_BRU,Batter
1000066150.0,"Allen, Ty",BEL_BRU,Pitcher
10013127.0,"Allen, Zeb",CEN_BEA,Batter
814720.0,"Allen-Fox, Destin",CAL_MAT,Pitcher
1000297045.0,"Allen-Fox, Destin",CAL_MAT,Pitcher
1000055185.0,"Alley, Leighton",JUD,Pitcher
1000233015.0,"Allgeyer, Jacob",SIU_SAL,Batter
10029327.0,"Allgeyer, Jacob",WIU_LEA,Batter
,"Allgeyer, Jake",SIU_SAL,Batter
1000233015.0,"Allgeyer, Jake",SIU_SAL,Batter
1000234616.0,"Allison, Jack",COE_COL,Batter
1000099376.0,"Allman, Price",ORA_GOL,Pitcher
1000125309.0,"Allman, Tommy",JUD,Pitcher
828220.0,"Allman, Tommy",OKL_COW,Pitcher
10015177.0,"Allmer, Jay",NCA_BUL,Pitcher
801829.0,"Allmer, Jay",SET_PIR,Pitcher
1000213955.0,"Allmer, Jay",SET_PIR,Pitcher
1000191263.0,"Alloway, Gavin",RID_BRO,Pitcher
10915199.0,"Allred, Gus",NCB,Pitcher
1000120847.0,"Allred, Jackson",ALA_HOR,Pitcher
801014.0,"Allred, Jackson",ALA_HOR,Pitcher
10031968.0,"Allred, Jay",PRE_BLH,Batter
10096110.0,"Allred, Nicholas",SAN_FRA3,Batter
1000255089.0,"Allred, Seed",KIN_UNI,Pitcher
1000112387.0,"Allsup, Chase",AUB_TIG,Pitcher
681436.0,"Almanza, Christian",STM_GAE,Batter
1000016532.0,"Almanza, Christian",STM_GAE,Batter
1000120949.0,"Almanzar Jr., Edwin",HAR_HAW,Pitcher
1000226392.0,"Almanzar, Ronald",MON_MUS,Batter
822893.0,"Almazan, Jose",ALA_HOR,Pitcher
1000191697.0,"Almeda, Derek",CHA_COL,Batter
1000238718.0,"Almon, Jacob",BRY_COL,Pitcher
10157142.0,"Almonte, Erick",UCF_KNI,Batter
1000308302.0,"Alongi, Victor",COP_STA,Batter
10071547.0,"Alonso, Dylan",MTSU_BLU,Pitcher
1000084604.0,"Alonso, Franco",COR_BRE,Batter
1000361229.0,"Alonso, Nichols",ASU_RED,Batter
1000272673.0,"Aloy, Kuhio",ARK_RAZ,Batter
1000190012.0,"Aloy, Wehiwa",ARK_RAZ,Batter
814450.0,"Aloy, Wehiwa",ARK_RAZ,Batter
1000235878.0,"Alpert, Braden",UPP_IOW,Pitcher
10149152.0,"Alsobrooks, Walker",UNI_DAL,Batter
1000319245.0,"Alspaugh, Aiden",ROC_CHR,Batter
,"Alt, Ryan",VER_STA1,Batter
1000304466.0,"Altamirano, Christian",SAC_DON,Batter
1000080337.0,"Altamirano, Diego",SAL_JAG,Batter
1000242044.0,"Altenbaumer, Tyler",SWI_BSM,Pitcher
1000268881.0,"Altman, Brady",CHA_UNI,Batter
1000101901.0,"Altman, Daniel",BAY_BEA,Batter
822740.0,"Altman, Daniel",BAY_BEA,Batter
1000304293.0,"Altman, Jake",NOK_NOR,Batter
1000319905.0,"Alton, Alexander",MOB_ARE,Batter
90000224748.0,"Aluko, Simon",SHO_UNI,Pitcher
1000239141.0,"Alumai, Nick",THO_C,Pitcher
1000392552.0,"Alva, Andrew",MSA_M,Batter
1000227421.0,"Alvarado, Danny",WOU_WOL,Batter
813951.0,"Alvarez, Andreas",AUB_TIG,Pitcher
1000391623.0,"Alvarez, Anthony",SAN_FRA3,Pitcher
